neuron_id,community_granularity_1,community_granularity_2,community_granularity_3
13673,3,45,463
13674,3,45,463
13675,3,45,463
13676,3,45,463
13677,3,45,463
13678,3,45,463
13679,3,45,463
13680,3,45,463
13681,3,45,463
13682,3,45,463
13683,3,45,463
13684,3,45,463
13685,3,45,463
13686,3,45,463
13687,3,45,463
13688,3,45,463
13689,3,45,463
13690,3,45,460
13691,3,45,460
13692,3,45,460
13693,3,45,460
13694,3,45,460
13695,3,45,460
13696,3,45,460
13697,3,45,460
13698,3,45,460
13699,3,45,460
13700,5,64,650
13701,5,64,650
13702,5,64,650
13703,5,64,650
13704,5,64,650
13705,5,64,650
13706,5,64,650
13707,5,64,650
13708,5,64,650
13709,5,64,650
13710,5,64,650
13711,5,64,650
13712,5,64,650
13713,5,64,650
13714,5,64,650
13715,5,64,650
13716,5,64,650
13717,5,64,650
13718,5,64,650
13719,5,64,650
13720,5,64,653
13721,5,64,653
13722,5,64,653
13723,5,64,653
13724,5,64,653
13725,5,64,653
13726,5,64,653
13727,5,64,653
13728,5,64,653
13729,5,64,653
13730,5,64,657
13731,5,64,657
13732,5,64,657
13733,5,64,657
13734,5,64,657
13735,5,64,657
13736,5,64,657
13737,5,64,657
13738,5,64,657
13739,5,64,657
13740,5,64,657
13741,5,64,657
13742,5,64,657
13743,5,64,657
13744,5,64,657
13745,5,64,657
13746,5,64,657
13747,5,64,657
13748,5,64,657
13749,5,64,657
13750,5,69,708
13751,5,69,708
13752,5,69,708
13753,5,69,708
13754,5,69,708
13755,5,69,708
13756,5,69,708
13757,5,69,708
13758,5,69,708
13759,5,69,708
13760,5,69,701
13761,5,69,701
13762,5,69,701
13763,5,69,701
13764,5,69,701
13765,5,69,701
13766,5,69,701
13767,5,69,701
13768,5,69,701
13769,5,69,701
13770,5,69,701
13771,5,69,701
13772,5,69,701
13773,5,69,701
13774,5,69,701
13775,5,69,701
13776,5,69,701
13777,5,69,701
13778,5,69,701
13779,5,69,701
13780,5,69,703
13781,5,69,703
13782,5,69,703
13783,5,69,703
13784,5,69,703
13785,5,69,703
13786,5,69,703
13787,5,69,703
13788,5,69,703
13789,5,69,703
13790,5,69,703
13791,5,69,703
13792,5,69,703
13793,5,69,703
13794,5,69,703
13795,5,69,703
13796,5,69,703
13797,5,69,703
13798,5,69,703
13799,5,69,703
13800,5,61,628
13801,5,61,628
13802,5,61,628
13803,5,61,628
13804,5,61,628
13805,5,61,628
13806,5,61,628
13807,5,61,628
13808,5,61,628
13809,5,61,628
13810,5,61,628
13811,5,61,628
13812,5,61,628
13813,5,61,628
13814,5,61,628
13815,5,61,628
13816,5,61,628
13817,5,61,628
13818,5,61,628
13819,5,61,628
13820,5,61,626
13821,5,61,626
13822,5,61,626
13823,5,61,626
13824,5,61,626
13825,5,61,626
13826,5,61,626
13827,5,61,626
13828,5,61,626
13829,5,61,626
13830,5,61,626
13831,5,61,626
13832,5,61,626
13833,5,61,626
13834,5,61,626
13835,5,61,626
13836,5,61,626
13837,5,61,626
13838,5,61,626
13839,5,61,626
13840,5,61,623
13841,5,61,623
13842,5,61,623
13843,5,61,623
13844,5,61,623
13845,5,61,623
13846,5,61,623
13847,5,61,623
13848,5,61,623
13849,5,61,623
13850,5,68,698
13851,5,68,698
13852,5,68,698
13853,5,68,698
13854,5,68,698
13855,5,68,698
13856,5,68,698
13857,5,68,698
13858,5,68,698
13859,5,68,698
13860,5,68,698
13861,5,68,698
13862,5,68,698
13863,5,68,698
13864,5,68,698
13865,5,68,698
13866,5,68,698
13867,5,68,698
13868,5,68,698
13869,5,68,698
13870,5,68,698
13871,5,68,698
13872,5,68,698
13873,5,68,698
13874,5,68,698
13875,5,68,698
13876,5,68,698
13877,5,68,698
13878,5,68,698
13879,5,68,698
13880,5,68,690
13881,5,68,690
13882,5,68,690
13883,5,68,690
13884,5,68,690
13885,5,68,690
13886,5,68,690
13887,5,68,690
13888,5,68,690
13889,5,68,690
13890,5,68,690
13891,5,68,690
13892,5,68,690
13893,5,68,690
13894,5,68,690
13895,5,68,690
13896,5,68,690
13897,5,68,690
13898,5,68,690
13899,5,68,690
13900,5,68,690
13901,5,68,690
13902,5,68,690
13903,5,68,690
13904,5,68,690
13905,5,68,690
13906,5,68,690
13907,5,68,690
13908,5,68,690
13909,5,68,690
13910,6,79,802
13911,6,79,802
13912,6,79,802
13913,6,79,802
13914,6,79,802
13915,6,79,802
13916,6,79,802
13917,6,79,802
13918,6,79,802
13919,6,79,802
13920,6,79,807
13921,6,79,807
13922,6,79,807
13923,6,79,807
13924,6,79,807
13925,6,79,807
13926,6,79,807
13927,6,79,807
13928,6,79,807
13929,6,79,807
13930,6,79,800
13931,6,79,800
13932,6,79,800
13933,6,79,800
13934,6,79,800
13935,6,79,800
13936,6,79,800
13937,6,79,800
13938,6,79,800
13939,6,79,800
13940,6,79,800
13941,6,79,800
13942,6,79,800
13943,6,79,800
13944,6,79,800
13945,6,79,800
13946,6,79,800
13947,6,79,800
13948,6,79,800
13949,6,79,800
13950,6,71,722
13951,6,71,722
13952,6,71,722
13953,6,71,722
13954,6,71,722
13955,6,71,722
13956,6,71,722
13957,6,71,722
13958,6,71,722
13959,6,71,722
13960,6,71,726
13961,6,71,726
13962,6,71,726
13963,6,71,726
13964,6,71,726
13965,6,71,726
13966,6,71,726
13967,6,71,726
13968,6,71,726
13969,6,71,726
13970,6,71,726
13971,6,71,726
13972,6,71,726
13973,6,71,726
13974,6,71,726
13975,6,71,726
13976,6,71,726
13977,6,71,726
13978,6,71,726
13979,6,71,726
13980,6,75,763
13981,6,75,763
13982,6,75,763
13983,6,75,763
13984,6,75,763
13985,6,75,763
13986,6,75,763
13987,6,75,763
13988,6,75,763
13989,6,75,763
13990,6,75,763
13991,6,75,763
13992,6,75,763
13993,6,75,763
13994,6,75,763
13995,6,75,763
13996,6,75,763
13997,6,75,763
13998,6,75,763
13999,6,75,763
14000,6,75,769
14001,6,75,769
14002,6,75,769
14003,6,75,769
14004,6,75,769
14005,6,75,769
14006,6,75,769
14007,6,75,769
14008,6,75,769
14009,6,75,769
14010,6,75,769
14011,6,75,769
14012,6,75,769
14013,6,75,769
14014,6,75,769
14015,6,75,769
14016,6,75,769
14017,6,75,769
14018,6,75,769
14019,6,75,769
14020,6,75,767
14021,6,75,767
14022,6,75,767
14023,6,75,767
14024,6,75,767
14025,6,75,767
14026,6,75,767
14027,6,75,767
14028,6,75,767
14029,6,75,767
14030,6,75,767
14031,6,75,767
14032,6,75,767
14033,6,75,767
14034,6,75,767
14035,6,75,767
14036,6,75,767
14037,6,75,767
14038,6,75,767
14039,6,75,767
14040,6,75,762
14041,6,75,762
14042,6,75,762
14043,6,75,762
14044,6,75,762
14045,6,75,762
14046,6,75,762
14047,6,75,762
14048,6,75,762
14049,6,75,762
14050,6,75,762
14051,6,75,762
14052,6,75,762
14053,6,75,762
14054,6,75,762
14055,6,75,762
14056,6,75,762
14057,6,75,762
14058,6,75,762
14059,6,75,762
14060,8,96,974
14061,8,96,974
14062,8,96,974
14063,8,96,974
14064,8,96,974
14065,8,96,974
14066,8,96,974
14067,8,96,974
14068,8,96,974
14069,8,96,974
14070,8,96,974
14071,8,96,974
14072,8,96,974
14073,8,96,974
14074,8,96,974
14075,8,96,974
14076,8,96,974
14077,8,96,974
14078,8,96,974
14079,8,96,974
14080,8,93,941
14081,8,93,941
14082,8,93,941
14083,8,93,941
14084,8,93,941
14085,8,93,941
14086,8,93,941
14087,8,93,941
14088,8,93,941
14089,8,93,941
14090,8,93,941
14091,8,93,941
14092,8,93,941
14093,8,93,941
14094,8,93,941
14095,8,93,941
14096,8,93,941
14097,8,93,941
14098,8,93,941
14099,8,93,941
14100,8,93,946
14101,8,93,946
14102,8,93,946
14103,8,93,946
14104,8,93,946
14105,8,93,946
14106,8,93,946
14107,8,93,946
14108,8,93,946
14109,8,93,946
14110,8,93,946
14111,8,93,946
14112,8,93,946
14113,8,93,946
14114,8,93,946
14115,8,93,946
14116,8,93,946
14117,8,93,946
14118,8,93,946
14119,8,93,946
14120,8,90,918
14121,8,90,918
14122,8,90,918
14123,8,90,918
14124,8,90,918
14125,8,90,918
14126,8,90,918
14127,8,90,918
14128,8,90,918
14129,8,90,918
14130,8,90,918
14131,8,90,918
14132,8,90,918
14133,8,90,918
14134,8,90,918
14135,8,90,918
14136,8,90,918
14137,8,90,918
14138,8,90,918
14139,8,90,918
14140,8,90,913
14141,8,90,913
14142,8,90,913
14143,8,90,913
14144,8,90,913
14145,8,90,913
14146,8,90,913
14147,8,90,913
14148,8,90,913
14149,8,90,913
14150,8,90,913
14151,8,90,913
14152,8,90,913
14153,8,90,913
14154,8,90,913
14155,8,90,913
14156,8,90,913
14157,8,90,913
14158,8,90,913
14159,8,90,913
14160,8,90,913
14161,8,90,913
14162,8,90,913
14163,8,90,913
14164,8,90,913
14165,8,90,913
14166,8,90,913
14167,8,90,913
14168,8,90,913
14169,8,90,913
14170,8,90,910
14171,8,90,910
14172,8,90,910
14173,8,90,910
14174,8,90,910
14175,8,90,910
14176,8,90,910
14177,8,90,910
14178,8,90,910
14179,8,90,910
14180,8,90,917
14181,8,90,917
14182,8,90,917
14183,8,90,917
14184,8,90,917
14185,8,90,917
14186,8,90,917
14187,8,90,917
14188,8,90,917
14189,8,90,917
14190,8,90,917
14191,8,90,917
14192,8,90,917
14193,8,90,917
14194,8,90,917
14195,8,90,917
14196,8,90,917
14197,8,90,917
14198,8,90,917
14199,8,90,917
14200,8,90,917
14201,8,90,917
14202,8,90,917
14203,8,90,917
14204,8,90,917
14205,8,90,917
14206,8,90,917
14207,8,90,917
14208,8,90,917
14209,8,90,917
14210,8,97,988
14211,8,97,988
14212,8,97,988
14213,8,97,988
14214,8,97,988
14215,8,97,988
14216,8,97,988
14217,8,97,988
14218,8,97,988
14219,8,97,988
14220,8,97,988
14221,8,97,988
14222,8,97,988
14223,8,97,988
14224,8,97,988
14225,8,97,988
14226,8,97,988
14227,8,97,988
14228,8,97,988
14229,8,97,988
14230,8,97,983
14231,8,97,983
14232,8,97,983
14233,8,97,983
14234,8,97,983
14235,8,97,983
14236,8,97,983
14237,8,97,983
14238,8,97,983
14239,8,97,983
14240,8,97,983
14241,8,97,983
14242,8,97,983
14243,8,97,983
14244,8,97,983
14245,8,97,983
14246,8,97,983
14247,8,97,983
14248,8,97,983
14249,8,97,983
14250,8,97,986
14251,8,97,986
14252,8,97,986
14253,8,97,986
14254,8,97,986
14255,8,97,986
14256,8,97,986
14257,8,97,986
14258,8,97,986
14259,8,97,986
14260,8,97,986
14261,8,97,986
14262,8,97,986
14263,8,97,986
14264,8,97,986
14265,8,97,986
14266,8,97,986
14267,8,97,986
14268,8,97,986
14269,8,97,986
14270,8,97,989
14271,8,97,989
14272,8,97,989
14273,8,97,989
14274,8,97,989
14275,8,97,989
14276,8,97,989
14277,8,97,989
14278,8,97,989
14279,8,97,989
14280,8,92,938
14281,8,92,938
14282,8,92,938
14283,8,92,938
14284,8,92,938
14285,8,92,938
14286,8,92,938
14287,8,92,938
14288,8,92,938
14289,8,92,938
14290,8,92,938
14291,8,92,938
14292,8,92,938
14293,8,92,938
14294,8,92,938
14295,8,92,938
14296,8,92,938
14297,8,92,938
14298,8,92,938
14299,8,92,938
14300,8,92,930
14301,8,92,930
14302,8,92,930
14303,8,92,930
14304,8,92,930
14305,8,92,930
14306,8,92,930
14307,8,92,930
14308,8,92,930
14309,8,92,930
14310,7,88,891
14311,7,88,891
14312,7,88,891
14313,7,88,891
14314,7,88,891
14315,7,88,891
14316,7,88,891
14317,7,88,891
14318,7,88,891
14319,7,88,891
14320,7,88,891
14321,7,88,891
14322,7,88,891
14323,7,88,891
14324,7,88,891
14325,7,88,891
14326,7,88,891
14327,7,88,891
14328,7,88,891
14329,7,88,891
14330,7,88,895
14331,7,88,895
14332,7,88,895
14333,7,88,895
14334,7,88,895
14335,7,88,895
14336,7,88,895
14337,7,88,895
14338,7,88,895
14339,7,88,895
14340,7,88,895
14341,7,88,895
14342,7,88,895
14343,7,88,895
14344,7,88,895
14345,7,88,895
14346,7,88,895
14347,7,88,895
14348,7,88,895
14349,7,88,895
14350,7,82,835
14351,7,82,835
14352,7,82,835
14353,7,82,835
14354,7,82,835
14355,7,82,835
14356,7,82,835
14357,7,82,835
14358,7,82,835
14359,7,82,835
14360,7,82,839
14361,7,82,839
14362,7,82,839
14363,7,82,839
14364,7,82,839
14365,7,82,839
14366,7,82,839
14367,7,82,839
14368,7,82,839
14369,7,82,839
14370,7,82,839
14371,7,82,839
14372,7,82,839
14373,7,82,839
14374,7,82,839
14375,7,82,839
14376,7,82,839
14377,7,82,839
14378,7,82,839
14379,7,82,839
14380,7,82,833
14381,7,82,833
14382,7,82,833
14383,7,82,833
14384,7,82,833
14385,7,82,833
14386,7,82,833
14387,7,82,833
14388,7,82,833
14389,7,82,833
14390,7,82,833
14391,7,82,833
14392,7,82,833
14393,7,82,833
14394,7,82,833
14395,7,82,833
14396,7,82,833
14397,7,82,833
14398,7,82,833
14399,7,82,833
14400,7,82,831
14401,7,82,831
14402,7,82,831
14403,7,82,831
14404,7,82,831
14405,7,82,831
14406,7,82,831
14407,7,82,831
14408,7,82,831
14409,7,82,831
14410,2,33,349
14411,2,33,349
14412,2,33,349
14413,2,33,349
14414,2,33,349
14415,2,33,349
14416,2,33,349
14417,2,33,349
14418,2,33,349
14419,2,33,349
14420,2,33,346
14421,2,33,346
14422,2,33,346
14423,2,33,346
14424,2,33,346
14425,2,33,346
14426,2,33,346
14427,2,33,346
14428,2,33,346
14429,2,33,346
14430,2,33,346
14431,2,33,346
14432,2,33,346
14433,2,33,346
14434,2,33,346
14435,2,33,346
14436,2,33,346
14437,2,33,346
14438,2,33,346
14439,2,33,346
14440,2,33,344
14441,2,33,344
14442,2,33,344
14443,2,33,344
14444,2,33,344
14445,2,33,344
14446,2,33,344
14447,2,33,344
14448,2,33,344
14449,2,33,344
14450,2,33,348
14451,2,33,348
14452,2,33,348
14453,2,33,348
14454,2,33,348
14455,2,33,348
14456,2,33,348
14457,2,33,348
14458,2,33,348
14459,2,33,348
14460,2,33,348
14461,2,33,348
14462,2,33,348
14463,2,33,348
14464,2,33,348
14465,2,33,348
14466,2,33,348
14467,2,33,348
14468,2,33,348
14469,2,33,348
14470,2,33,343
14471,2,33,343
14472,2,33,343
14473,2,33,343
14474,2,33,343
14475,2,33,343
14476,2,33,343
14477,2,33,343
14478,2,33,343
14479,2,33,343
14480,2,33,343
14481,2,33,343
14482,2,33,343
14483,2,33,343
14484,2,33,343
14485,2,33,343
14486,2,33,343
14487,2,33,343
14488,2,33,343
14489,2,33,343
14490,2,35,363
14491,2,35,363
14492,2,35,363
14493,2,35,363
14494,2,35,363
14495,2,35,363
14496,2,35,363
14497,2,35,363
14498,2,35,363
14499,2,35,363
14500,2,35,363
14501,2,35,363
14502,2,35,363
14503,2,35,363
14504,2,35,363
14505,2,35,363
14506,2,35,363
14507,2,35,363
14508,2,35,363
14509,2,35,363
14510,2,35,366
14511,2,35,366
14512,2,35,366
14513,2,35,366
14514,2,35,366
14515,2,35,366
14516,2,35,366
14517,2,35,366
14518,2,35,366
14519,2,35,366
14520,2,35,366
14521,2,35,366
14522,2,35,366
14523,2,35,366
14524,2,35,366
14525,2,35,366
14526,2,35,366
14527,2,35,366
14528,2,35,366
14529,2,35,366
14530,2,35,368
14531,2,35,368
14532,2,35,368
14533,2,35,368
14534,2,35,368
14535,2,35,368
14536,2,35,368
14537,2,35,368
14538,2,35,368
14539,2,35,368
14540,2,35,368
14541,2,35,368
14542,2,35,368
14543,2,35,368
14544,2,35,368
14545,2,35,368
14546,2,35,368
14547,2,35,368
14548,2,35,368
14549,2,35,368
14550,2,35,362
14551,2,35,362
14552,2,35,362
14553,2,35,362
14554,2,35,362
14555,2,35,362
14556,2,35,362
14557,2,35,362
14558,2,35,362
14559,2,35,362
14560,2,35,362
14561,2,35,362
14562,2,35,362
14563,2,35,362
14564,2,35,362
14565,2,35,362
14566,2,35,362
14567,2,35,362
14568,2,35,362
14569,2,35,362
14570,2,39,406
14571,2,39,406
14572,2,39,406
14573,2,39,406
14574,2,39,406
14575,2,39,406
14576,2,39,406
14577,2,39,406
14578,2,39,406
14579,2,39,406
14580,2,39,406
14581,2,39,406
14582,2,39,406
14583,2,39,406
14584,2,39,406
14585,2,39,406
14586,2,39,406
14587,2,39,406
14588,2,39,406
14589,2,39,406
14590,2,39,407
14591,2,39,407
14592,2,39,407
14593,2,39,407
14594,2,39,407
14595,2,39,407
14596,2,39,407
14597,2,39,407
14598,2,39,407
14599,2,39,407
14600,2,39,407
14601,2,39,407
14602,2,39,407
14603,2,39,407
14604,2,39,407
14605,2,39,407
14606,2,39,407
14607,2,39,407
14608,2,39,407
14609,2,39,407
14610,2,39,404
14611,2,39,404
14612,2,39,404
14613,2,39,404
14614,2,39,404
14615,2,39,404
14616,2,39,404
14617,2,39,404
14618,2,39,404
14619,2,39,404
14620,2,39,404
14621,2,39,404
14622,2,39,404
14623,2,39,404
14624,2,39,404
14625,2,39,404
14626,2,39,404
14627,2,39,404
14628,2,39,404
14629,2,39,404
14630,2,39,404
14631,2,39,404
14632,2,39,404
14633,2,39,404
14634,2,39,404
14635,2,39,404
14636,2,39,404
14637,2,39,404
14638,2,39,404
14639,2,39,404
14640,3,44,454
14641,3,44,454
14642,3,44,454
14643,3,44,454
14644,3,44,454
14645,3,44,454
14646,3,44,454
14647,3,44,454
14648,3,44,454
14649,3,44,454
14650,3,44,454
14651,3,44,454
14652,3,44,454
14653,3,44,454
14654,3,44,454
14655,3,44,454
14656,3,44,454
14657,3,44,454
14658,3,44,454
14659,3,44,454
14660,3,44,453
14661,3,44,453
14662,3,44,453
14663,3,44,453
14664,3,44,453
14665,3,44,453
14666,3,44,453
14667,3,44,453
14668,3,44,453
14669,3,44,453
14670,3,44,453
14671,3,44,453
14672,3,44,453
14673,3,44,453
14674,3,44,453
14675,3,44,453
14676,3,44,453
14677,3,44,453
14678,3,44,453
14679,3,44,453
14680,3,44,450
14681,3,44,450
14682,3,44,450
14683,3,44,450
14684,3,44,450
14685,3,44,450
14686,3,44,450
14687,3,44,450
14688,3,44,450
14689,3,44,450
14690,3,44,450
14691,3,44,450
14692,3,44,450
14693,3,44,450
14694,3,44,450
14695,3,44,450
14696,3,44,450
14697,3,44,450
14698,3,44,450
14699,3,44,450
14700,3,44,456
14701,3,44,456
14702,3,44,456
14703,3,44,456
14704,3,44,456
14705,3,44,456
14706,3,44,456
14707,3,44,456
14708,3,44,456
14709,3,44,456
14710,3,44,456
14711,3,44,456
14712,3,44,456
14713,3,44,456
14714,3,44,456
14715,3,44,456
14716,3,44,456
14717,3,44,456
14718,3,44,456
14719,3,44,456
14720,3,44,456
14721,3,44,456
14722,3,44,456
14723,3,44,456
14724,3,44,456
14725,3,44,456
14726,3,44,456
14727,3,44,456
14728,3,44,456
14729,3,44,456
14730,3,45,469
14731,3,45,469
14732,3,45,469
14733,3,45,469
14734,3,45,469
14735,3,45,469
14736,3,45,469
14737,3,45,469
14738,3,45,469
14739,3,45,469
14740,3,45,469
14741,3,45,469
14742,3,45,469
14743,3,45,469
14744,3,45,469
14745,3,45,469
14746,3,45,469
14747,3,45,469
14748,3,45,469
14749,3,45,469
14750,3,45,462
14751,3,45,462
14752,3,45,462
14753,3,45,462
14754,3,45,462
14755,3,45,462
14756,3,45,462
14757,3,45,462
14758,3,45,462
14759,3,45,462
14760,3,45,462
14761,3,45,462
14762,3,45,462
14763,3,45,462
14764,3,45,462
14765,3,45,462
14766,3,45,462
14767,3,45,462
14768,3,45,462
14769,3,45,462
14770,3,45,468
14771,3,45,468
14772,3,45,468
14773,3,45,468
14774,3,45,468
14775,3,45,468
14776,3,45,468
14777,3,45,468
14778,3,45,468
14779,3,45,468
14780,3,45,468
14781,3,45,468
14782,3,45,468
14783,3,45,468
14784,3,45,468
14785,3,45,468
14786,3,45,468
14787,3,45,468
14788,3,45,468
14789,3,45,468
14790,3,45,467
14791,3,45,467
14792,3,45,467
14793,3,45,467
14794,3,45,467
14795,3,45,467
14796,3,45,467
14797,3,45,467
14798,3,45,467
14799,3,45,467
14800,3,45,460
14801,3,45,460
14802,3,45,460
14803,3,45,460
14804,3,45,460
14805,3,45,460
14806,3,45,460
14807,3,45,460
14808,3,45,460
14809,3,45,460
14810,3,45,460
14811,3,45,460
14812,3,45,460
14813,3,45,460
14814,3,45,460
14815,3,45,460
14816,3,45,460
14817,3,45,460
14818,3,45,460
14819,3,45,460
14820,5,64,650
14821,5,64,650
14822,5,64,650
14823,5,64,650
14824,5,64,650
14825,5,64,650
14826,5,64,650
14827,5,64,650
14828,5,64,650
14829,5,64,650
14830,5,64,650
14831,5,64,650
14832,5,64,650
14833,5,64,650
14834,5,64,650
14835,5,64,650
14836,5,64,650
14837,5,64,650
14838,5,64,650
14839,5,64,650
14840,5,64,657
14841,5,64,657
14842,5,64,657
14843,5,64,657
14844,5,64,657
14845,5,64,657
14846,5,64,657
14847,5,64,657
14848,5,64,657
14849,5,64,657
14850,5,64,657
14851,5,64,657
14852,5,64,657
14853,5,64,657
14854,5,64,657
14855,5,64,657
14856,5,64,657
14857,5,64,657
14858,5,64,657
14859,5,64,657
14860,5,64,654
14861,5,64,654
14862,5,64,654
14863,5,64,654
14864,5,64,654
14865,5,64,654
14866,5,64,654
14867,5,64,654
14868,5,64,654
14869,5,64,654
14870,5,69,707
14871,5,69,707
14872,5,69,707
14873,5,69,707
14874,5,69,707
14875,5,69,707
14876,5,69,707
14877,5,69,707
14878,5,69,707
14879,5,69,707
14880,5,69,701
14881,5,69,701
14882,5,69,701
14883,5,69,701
14884,5,69,701
14885,5,69,701
14886,5,69,701
14887,5,69,701
14888,5,69,701
14889,5,69,701
14890,5,69,701
14891,5,69,701
14892,5,69,701
14893,5,69,701
14894,5,69,701
14895,5,69,701
14896,5,69,701
14897,5,69,701
14898,5,69,701
14899,5,69,701
14900,5,69,703
14901,5,69,703
14902,5,69,703
14903,5,69,703
14904,5,69,703
14905,5,69,703
14906,5,69,703
14907,5,69,703
14908,5,69,703
14909,5,69,703
14910,5,62,634
14911,5,62,634
14912,5,62,634
14913,5,62,634
14914,5,62,634
14915,5,62,634
14916,5,62,634
14917,5,62,634
14918,5,62,634
14919,5,62,634
14920,5,61,628
14921,5,61,628
14922,5,61,628
14923,5,61,628
14924,5,61,628
14925,5,61,628
14926,5,61,628
14927,5,61,628
14928,5,61,628
14929,5,61,628
14930,5,61,620
14931,5,61,620
14932,5,61,620
14933,5,61,620
14934,5,61,620
14935,5,61,620
14936,5,61,620
14937,5,61,620
14938,5,61,620
14939,5,61,620
14940,5,61,620
14941,5,61,620
14942,5,61,620
14943,5,61,620
14944,5,61,620
14945,5,61,620
14946,5,61,620
14947,5,61,620
14948,5,61,620
14949,5,61,620
14950,5,61,629
14951,5,61,629
14952,5,61,629
14953,5,61,629
14954,5,61,629
14955,5,61,629
14956,5,61,629
14957,5,61,629
14958,5,61,629
14959,5,61,629
14960,5,61,629
14961,5,61,629
14962,5,61,629
14963,5,61,629
14964,5,61,629
14965,5,61,629
14966,5,61,629
14967,5,61,629
14968,5,61,629
14969,5,61,629
14970,5,68,692
14971,5,68,692
14972,5,68,692
14973,5,68,692
14974,5,68,692
14975,5,68,692
14976,5,68,692
14977,5,68,692
14978,5,68,692
14979,5,68,692
14980,5,68,698
14981,5,68,698
14982,5,68,698
14983,5,68,698
14984,5,68,698
14985,5,68,698
14986,5,68,698
14987,5,68,698
14988,5,68,698
14989,5,68,698
14990,5,68,696
14991,5,68,696
14992,5,68,696
14993,5,68,696
14994,5,68,696
14995,5,68,696
14996,5,68,696
14997,5,68,696
14998,5,68,696
14999,5,68,696
15000,5,68,696
15001,5,68,696
15002,5,68,696
15003,5,68,696
15004,5,68,696
15005,5,68,696
15006,5,68,696
15007,5,68,696
15008,5,68,696
15009,5,68,696
15010,5,68,695
15011,5,68,695
15012,5,68,695
15013,5,68,695
15014,5,68,695
15015,5,68,695
15016,5,68,695
15017,5,68,695
15018,5,68,695
15019,5,68,695
15020,6,79,802
15021,6,79,802
15022,6,79,802
15023,6,79,802
15024,6,79,802
15025,6,79,802
15026,6,79,802
15027,6,79,802
15028,6,79,802
15029,6,79,802
15030,6,79,802
15031,6,79,802
15032,6,79,802
15033,6,79,802
15034,6,79,802
15035,6,79,802
15036,6,79,802
15037,6,79,802
15038,6,79,802
15039,6,79,802
15040,6,79,807
15041,6,79,807
15042,6,79,807
15043,6,79,807
15044,6,79,807
15045,6,79,807
15046,6,79,807
15047,6,79,807
15048,6,79,807
15049,6,79,807
15050,6,79,807
15051,6,79,807
15052,6,79,807
15053,6,79,807
15054,6,79,807
15055,6,79,807
15056,6,79,807
15057,6,79,807
15058,6,79,807
15059,6,79,807
15060,6,79,800
15061,6,79,800
15062,6,79,800
15063,6,79,800
15064,6,79,800
15065,6,79,800
15066,6,79,800
15067,6,79,800
15068,6,79,800
15069,6,79,800
15070,6,79,800
15071,6,79,800
15072,6,79,800
15073,6,79,800
15074,6,79,800
15075,6,79,800
15076,6,79,800
15077,6,79,800
15078,6,79,800
15079,6,79,800
15080,6,79,809
15081,6,79,809
15082,6,79,809
15083,6,79,809
15084,6,79,809
15085,6,79,809
15086,6,79,809
15087,6,79,809
15088,6,79,809
15089,6,79,809
15090,6,79,809
15091,6,79,809
15092,6,79,809
15093,6,79,809
15094,6,79,809
15095,6,79,809
15096,6,79,809
15097,6,79,809
15098,6,79,809
15099,6,79,809
15100,6,75,763
15101,6,75,763
15102,6,75,763
15103,6,75,763
15104,6,75,763
15105,6,75,763
15106,6,75,763
15107,6,75,763
15108,6,75,763
15109,6,75,763
15110,6,75,763
15111,6,75,763
15112,6,75,763
15113,6,75,763
15114,6,75,763
15115,6,75,763
15116,6,75,763
15117,6,75,763
15118,6,75,763
15119,6,75,763
15120,6,75,761
15121,6,75,761
15122,6,75,761
15123,6,75,761
15124,6,75,761
15125,6,75,761
15126,6,75,761
15127,6,75,761
15128,6,75,761
15129,6,75,761
15130,6,75,761
15131,6,75,761
15132,6,75,761
15133,6,75,761
15134,6,75,761
15135,6,75,761
15136,6,75,761
15137,6,75,761
15138,6,75,761
15139,6,75,761
15140,6,75,761
15141,6,75,761
15142,6,75,761
15143,6,75,761
15144,6,75,761
15145,6,75,761
15146,6,75,761
15147,6,75,761
15148,6,75,761
15149,6,75,761
15150,6,75,765
15151,6,75,765
15152,6,75,765
15153,6,75,765
15154,6,75,765
15155,6,75,765
15156,6,75,765
15157,6,75,765
15158,6,75,765
15159,6,75,765
15160,6,75,765
15161,6,75,765
15162,6,75,765
15163,6,75,765
15164,6,75,765
15165,6,75,765
15166,6,75,765
15167,6,75,765
15168,6,75,765
15169,6,75,765
15170,6,75,762
15171,6,75,762
15172,6,75,762
15173,6,75,762
15174,6,75,762
15175,6,75,762
15176,6,75,762
15177,6,75,762
15178,6,75,762
15179,6,75,762
15180,6,78,792
15181,6,78,792
15182,6,78,792
15183,6,78,792
15184,6,78,792
15185,6,78,792
15186,6,78,792
15187,6,78,792
15188,6,78,792
15189,6,78,792
15190,8,93,941
15191,8,93,941
15192,8,93,941
15193,8,93,941
15194,8,93,941
15195,8,93,941
15196,8,93,941
15197,8,93,941
15198,8,93,941
15199,8,93,941
15200,8,93,941
15201,8,93,941
15202,8,93,941
15203,8,93,941
15204,8,93,941
15205,8,93,941
15206,8,93,941
15207,8,93,941
15208,8,93,941
15209,8,93,941
15210,8,93,941
15211,8,93,941
15212,8,93,941
15213,8,93,941
15214,8,93,941
15215,8,93,941
15216,8,93,941
15217,8,93,941
15218,8,93,941
15219,8,93,941
15220,8,93,941
15221,8,93,941
15222,8,93,941
15223,8,93,941
15224,8,93,941
