id,pos_x,pos_y,pos_z,area,community_granularity_1,community_granularity_2,community_granularity_3
1191,70.095638,142.70183,98.20542,9,1,20,216
1192,69.999862,142.67588,98.131275,9,1,20,216
1193,70.070361,142.62844,98.256974,9,1,20,216
1194,70.107993,142.6041,98.295844,9,1,20,216
1195,70.022297,142.71399,98.144867,9,1,20,216
1196,70.101053,142.8009,98.198095,9,1,20,216
1197,70.170191,142.65914,98.235419,9,1,20,216
1198,70.15631,142.64642,98.236623,9,1,20,216
1199,70.084999,142.64528,98.200075,9,1,20,216
1200,70.036363,142.71482,98.261651,9,1,20,216
1201,68.467936,142.78929,94.989377,9,1,20,216
1202,68.475778,142.77974,95.021897,9,1,20,216
1203,68.529714,142.80934,95.056729,9,1,20,216
1204,68.499292,142.80954,94.903279,9,1,20,216
1205,68.502272,142.86524,95.040146,9,1,20,216
1206,68.543676,142.69884,94.972631,9,1,20,216
1207,68.42988,142.81118,95.039646,9,1,20,216
1208,68.544597,142.74243,94.906384,9,1,20,216
1209,68.562872,142.7526,95.087882,9,1,20,216
1210,68.564823,142.87046,95.072592,9,1,20,216
1211,65.856023,143.88771,91.677072,9,1,20,215
1212,65.854526,143.82471,91.626731,9,1,20,215
1213,65.785032,143.89164,91.669483,9,1,20,215
1214,65.756332,143.79701,91.691646,9,1,20,215
1215,65.939041,143.98174,91.633206,9,1,20,215
1216,65.901928,143.81901,91.717517,9,1,20,215
1217,65.797856,143.9332,91.728905,9,1,20,215
1218,65.758133,143.91505,91.698019,9,1,20,215
1219,65.758144,143.8637,91.604028,9,1,20,215
1220,65.922526,143.91318,91.760174,9,1,20,215
1221,65.22114,143.9639,88.580119,9,1,20,211
1222,65.181072,143.88766,88.646808,9,1,20,211
1223,65.197755,144.04568,88.594059,9,1,20,211
1224,65.174455,143.99456,88.480294,9,1,20,211
1225,65.235896,144.05017,88.613073,9,1,20,211
1226,65.24376,143.9751,88.601631,9,1,20,211
1227,65.167711,143.93084,88.584941,9,1,20,211
1228,65.21566,143.96493,88.519592,9,1,20,211
1229,65.309201,143.88952,88.660768,9,1,20,211
1230,65.274945,143.95252,88.539227,9,1,20,211
1231,64.705569,144.06172,84.490545,9,1,20,211
1232,64.795831,144.06558,84.402659,9,1,20,211
1233,64.714595,144.06077,84.580633,9,1,20,211
1234,64.743367,144.0293,84.426625,9,1,20,211
1235,64.643938,144.08337,84.410838,9,1,20,211
1236,64.734021,143.97703,84.570267,9,1,20,211
1237,64.780535,144.09517,84.525441,9,1,20,211
1238,64.675165,144.10701,84.39989,9,1,20,211
1239,64.730189,144.0174,84.42799,9,1,20,211
1240,64.695265,144.02393,84.477024,9,1,20,211
1241,64.198606,145.15925,80.423799,9,1,21,225
1242,64.272174,145.07401,80.466911,9,1,21,225
1243,64.284243,145.10803,80.469041,9,1,21,225
1244,64.247032,145.13617,80.401327,9,1,21,225
1245,64.205707,145.11463,80.344153,9,1,21,225
1246,64.142895,145.22509,80.473708,9,1,21,225
1247,64.119773,145.12811,80.413968,9,1,21,225
1248,64.149021,145.0939,80.346531,9,1,21,225
1249,64.26353,145.17108,80.50653,9,1,21,225
1250,64.154784,145.24487,80.344977,9,1,21,225
1251,64.675854,145.24581,76.453315,9,1,21,225
1252,64.76148,145.32449,76.378435,9,1,21,225
1253,64.614324,145.33093,76.364005,9,1,21,225
1254,64.66262,145.19323,76.372702,9,1,21,225
1255,64.660155,145.18041,76.519354,9,1,21,225
1256,64.586032,145.26444,76.356519,9,1,21,225
1257,64.772388,145.29233,76.471803,9,1,21,225
1258,64.609279,145.1793,76.380671,9,1,21,225
1259,64.594141,145.25673,76.458117,9,1,21,225
1260,64.698883,145.22982,76.407379,9,1,21,225
1261,66.026609,145.29945,73.594542,9,1,21,229
1262,66.01707,145.20018,73.586734,9,1,21,229
1263,66.026548,145.32192,73.628648,9,1,21,229
1264,66.052464,145.34864,73.593029,9,1,21,229
1265,66.10858,145.31948,73.496659,9,1,21,229
1266,66.002089,145.20052,73.585332,9,1,21,229
1267,66.123311,145.21083,73.622775,9,1,21,229
1268,66.009871,145.26625,73.57974,9,1,21,229
1269,65.928483,145.23582,73.618326,9,1,21,229
1270,65.977912,145.23281,73.576015,9,1,21,229
1271,67.505285,146.37444,69.765976,30,1,21,229
1272,67.496646,146.28534,69.706407,30,1,21,229
1273,67.464517,146.44248,69.757986,30,1,21,229
1274,67.5549,146.28416,69.850213,30,1,21,229
1275,67.541176,146.35316,69.668555,30,1,21,229
1276,67.557878,146.39811,69.782055,30,1,21,229
1277,67.487974,146.45032,69.733435,30,1,21,229
1278,67.436464,146.42877,69.827636,30,1,21,229
1279,67.406585,146.44428,69.771782,30,1,21,229
1280,67.587189,146.47302,69.821725,30,1,21,229
1281,69.848859,146.41682,67.026293,30,1,21,229
1282,69.944596,146.34035,67.018233,30,1,21,229
1283,69.812887,146.46477,66.966465,30,1,21,229
1284,69.872115,146.43125,66.937445,30,1,21,229
1285,69.908385,146.3689,66.954941,30,1,21,229
1286,69.868342,146.46723,66.93529,30,1,21,229
1287,69.895989,146.32558,66.937548,30,1,21,229
1288,69.831704,146.51512,67.01612,30,1,21,229
1289,69.809805,146.38625,67.011457,30,1,21,229
1290,69.820811,146.4814,67.066638,30,1,21,229
1291,73.185252,146.44794,64.4057,30,1,29,307
1292,73.274078,146.51577,64.43489,30,1,29,307
1293,73.237175,146.50076,64.477031,30,1,29,307
1294,73.259592,146.46888,64.450026,30,1,29,307
1295,73.210115,146.38281,64.46147,30,1,29,307
1296,73.184057,146.39338,64.362261,30,1,29,307
1297,73.218865,146.46643,64.396373,30,1,29,307
1298,73.153397,146.4906,64.485862,30,1,29,307
1299,73.231277,146.51311,64.436968,30,1,29,307
1300,73.168343,146.36592,64.310965,30,1,29,307
1301,76.521645,146.47905,61.785107,30,1,29,307
1302,76.475083,146.41252,61.78435,30,1,29,307
1303,76.536969,146.54547,61.741591,30,1,29,307
1304,76.577397,146.50218,61.731384,30,1,29,307
1305,76.58822,146.44449,61.691464,30,1,29,307
1306,76.544952,146.55478,61.78695,30,1,29,307
1307,76.477167,146.56823,61.769105,30,1,29,307
1308,76.466555,146.45129,61.857437,30,1,29,307
1309,76.569425,146.48919,61.700238,30,1,29,307
1310,76.505417,146.41836,61.687893,30,1,29,307
1311,79.610805,145.46718,61.126928,30,1,29,309
1312,79.605822,145.53295,61.104003,30,1,29,309
1313,79.66806,145.51091,61.037668,30,1,29,309
1314,79.699872,145.50266,61.139981,30,1,29,309
1315,79.542356,145.54815,61.054971,30,1,29,309
1316,79.661553,145.4293,61.204121,30,1,29,309
1317,79.58353,145.48707,61.119451,30,1,29,309
1318,79.689459,145.48997,61.203662,30,1,29,309
1319,79.678715,145.44344,61.202529,30,1,29,309
1320,79.605793,145.5176,61.121364,30,1,29,309
1321,83.820705,145.46539,59.618046,30,1,29,309
1322,83.766207,145.53539,59.5612,30,1,29,309
1323,83.877729,145.40918,59.693505,30,1,29,309
1324,83.759709,145.46196,59.709084,30,1,29,309
1325,83.87584,145.50358,59.571099,30,1,29,309
1326,83.907788,145.53794,59.572926,30,1,29,309
1327,83.916954,145.44024,59.674664,30,1,29,309
1328,83.844891,145.37376,59.565168,30,1,29,309
1329,83.840337,145.47516,59.539484,30,1,29,309
1330,83.806423,145.46928,59.682546,30,1,29,309
1331,87.911293,145.44195,59.101785,30,1,29,300
1332,87.93457,145.49738,59.035286,30,1,29,300
1333,87.937441,145.41914,59.171292,30,1,29,300
1334,87.913746,145.37681,59.200552,30,1,29,300
1335,87.997481,145.46777,59.030387,30,1,29,300
1336,87.910033,145.48848,59.134991,30,1,29,300
1337,87.930154,145.49794,59.175467,30,1,29,300
1338,87.942508,145.40729,59.010148,30,1,29,300
1339,87.965702,145.42923,59.171759,30,1,29,300
1340,87.841433,145.34592,59.072517,30,1,29,300
1341,90.88975,145.40815,59.459055,30,1,29,300
1342,90.815076,145.41886,59.434771,30,1,29,300
1343,90.883808,145.39836,59.40844,30,1,29,300
1344,90.932393,145.48044,59.389485,30,1,29,300
1345,90.921819,145.31298,59.458092,30,1,29,300
1346,90.949333,145.36791,59.392487,30,1,29,300
1347,90.907138,145.34857,59.523797,30,1,29,300
1348,90.951438,145.32628,59.376696,30,1,29,300
1349,90.896827,145.44117,59.543644,30,1,29,300
1350,90.961376,145.47147,59.556025,30,1,29,300
1351,94.733106,144.34173,60.905208,30,1,29,300
1352,94.742319,144.41167,60.861736,30,1,29,300
1353,94.714782,144.34143,60.971552,30,1,29,300
1354,94.677957,144.38969,60.942516,30,1,29,300
1355,94.710324,144.37519,60.875288,30,1,29,300
1356,94.6889,144.31683,60.836788,30,1,29,300
1357,94.795984,144.4057,60.831024,30,1,29,300
1358,94.672316,144.28154,60.999867,30,1,29,300
1359,94.674886,144.33659,60.907588,30,1,29,300
1360,94.739001,144.3923,60.851653,30,1,29,300
1361,98.576462,143.27532,62.351361,30,8,91,923
1362,98.670666,143.2072,62.425432,30,8,91,923
1363,98.583263,143.20023,62.43766,30,8,91,923
1364,98.537687,143.21661,62.341768,30,8,91,923
1365,98.632908,143.2283,62.314668,30,8,91,923
1366,98.528996,143.22254,62.329976,30,8,91,923
1367,98.573391,143.34804,62.443457,30,8,91,923
1368,98.611368,143.30939,62.448553,30,8,91,923
1369,98.556831,143.3304,62.264625,30,8,91,923
1370,98.54573,143.20843,62.412052,30,8,91,923
1371,101.30769,142.19853,64.671044,30,8,91,923
1372,101.21317,142.26427,64.750837,30,8,91,923
1373,101.25295,142.25942,64.740671,30,8,91,923
1374,101.39255,142.25171,64.591769,30,8,91,923
1375,101.29167,142.22442,64.661783,30,8,91,923
1376,101.36032,142.20866,64.587895,30,8,91,923
1377,101.38328,142.11783,64.68469,30,8,91,923
1378,101.31011,142.11929,64.717751,30,8,91,923
1379,101.4006,142.13966,64.658612,30,8,91,923
1380,101.35551,142.20929,64.742835,30,8,91,923
1381,104.03891,141.12175,66.990728,30,8,91,923
1382,104.08009,141.19348,67.013449,30,8,91,923
1383,103.9771,141.08151,67.065532,30,8,91,923
1384,104.01538,141.18557,66.925126,30,8,91,923
1385,104.02571,141.05327,66.933759,30,8,91,923
1386,103.99857,141.02784,66.968685,30,8,91,923
1387,104.04724,141.21432,66.898463,30,8,91,923
1388,103.96482,141.04946,66.897897,30,8,91,923
1389,104.10521,141.05178,66.924977,30,8,91,923
1390,104.1219,141.20335,67.08511,30,8,91,923
1391,105.6494,139.03489,70.161115,30,8,91,924
1392,105.60685,139.07923,70.086665,30,8,91,924
1393,105.59848,139.07994,70.063869,30,8,91,924
1394,105.58955,139.11738,70.20904,30,8,91,924
1395,105.60191,138.96018,70.063125,30,8,91,924
1396,105.67429,138.99208,70.238362,30,8,91,924
1397,105.67696,138.95375,70.17163,30,8,91,924
1398,105.55022,139.055,70.139529,30,8,91,924
1399,105.63339,138.98377,70.202119,30,8,91,924
1400,105.64853,138.98858,70.168828,30,8,91,924
1401,107.2771,138.94743,73.377158,30,8,91,924
1402,107.37416,138.85752,73.336815,30,8,91,924
1403,107.32658,139.01576,73.293574,30,8,91,924
1404,107.32995,138.86202,73.301731,30,8,91,924
1405,107.29836,138.98346,73.439601,30,8,91,924
1406,107.22523,138.95592,73.309342,30,8,91,924
1407,107.19328,138.92088,73.432449,30,8,91,924
1408,107.19,138.86236,73.426229,30,8,91,924
1409,107.18256,138.85309,73.308321,30,8,91,924
1410,107.32219,138.92991,73.459455,30,8,91,924
1411,108.89619,137.86028,76.570373,30,8,91,924
1412,108.87368,137.93892,76.624817,30,8,91,924
1413,108.98257,137.78882,76.571449,30,8,91,924
1414,108.95011,137.7981,76.585113,30,8,91,924
1415,108.90339,137.81146,76.517018,30,8,91,924
1416,108.90668,137.86914,76.508239,30,8,91,924
1417,108.99239,137.92656,76.578755,30,8,91,924
1418,108.92293,137.84496,76.573948,30,8,91,924
1419,108.93513,137.85763,76.577155,30,8,91,924
1420,108.81563,137.77748,76.607781,30,8,91,924
1421,109.53108,137.78409,79.667326,30,8,91,924
1422,109.47972,137.72616,79.68301,30,8,91,924
1423,109.50698,137.69695,79.755818,30,8,91,924
1424,109.60152,137.88172,79.628176,30,8,91,924
1425,109.58192,137.71787,79.575053,30,8,91,924
1426,109.52861,137.75373,79.635865,30,8,91,924
1427,109.50127,137.79031,79.760572,30,8,91,924
1428,109.56943,137.70952,79.646801,30,8,91,924
1429,109.44191,137.76518,79.68394,30,8,91,924
1430,109.50345,137.87418,79.676632,30,8,91,924
1431,110.17457,138.70761,82.787107,30,1,23,249
1432,110.15403,138.66721,82.779033,30,1,23,249
1433,110.16173,138.74816,82.742073,30,1,23,249
1434,110.23358,138.67518,82.698116,30,1,23,249
1435,110.18404,138.71194,82.69462,30,1,23,249
1436,110.13557,138.67188,82.774911,30,1,23,249
1437,110.08883,138.64721,82.855745,30,1,23,249
1438,110.14055,138.63309,82.794914,30,1,23,249
1439,110.12987,138.69382,82.873273,30,1,23,249
1440,110.16157,138.77738,82.866534,30,1,23,249
1441,109.68871,137.62135,86.734763,30,1,23,249
1442,109.70082,137.68028,86.715044,30,1,23,249
1443,109.67539,137.56995,86.723092,30,1,23,249
1444,109.64297,137.68891,86.713223,30,1,23,249
1445,109.65176,137.66644,86.714019,30,1,23,249
1446,109.7656,137.6947,86.719062,30,1,23,249
1447,109.71338,137.69229,86.829296,30,1,23,249
1448,109.67837,137.57423,86.829607,30,1,23,249
1449,109.70428,137.71773,86.784607,30,1,23,249
1450,109.76497,137.63977,86.818624,30,1,23,249
1451,109.33938,138.55613,89.735454,43,1,23,249
1452,109.31423,138.52669,89.739508,43,1,23,249
1453,109.35978,138.56338,89.656434,43,1,23,249
1454,109.32643,138.49907,89.779601,43,1,23,249
1455,109.39685,138.55086,89.67275,43,1,23,249
1456,109.31276,138.63869,89.833605,43,1,23,249
1457,109.28001,138.49715,89.755774,43,1,23,249
1458,109.40694,138.53848,89.744031,43,1,23,249
1459,109.30638,138.55775,89.699261,43,1,23,249
1460,109.42086,138.58962,89.802274,43,1,23,249
1461,107.86071,137.48114,93.56402,43,1,23,240
1462,107.84277,137.43986,93.471534,43,1,23,240
1463,107.88333,137.42621,93.659791,43,1,23,240
1464,107.93715,137.38583,93.490855,43,1,23,240
1465,107.80306,137.50707,93.564028,43,1,23,240
1466,107.82163,137.53054,93.663746,43,1,23,240
1467,107.92251,137.50411,93.647294,43,1,23,240
1468,107.89396,137.46123,93.586354,43,1,23,240
1469,107.83165,137.49537,93.651917,43,1,23,240
1470,107.78343,137.53543,93.567478,43,1,23,240
1471,106.50995,137.4275,96.422793,43,1,23,240
1472,106.50922,137.37771,96.491818,43,1,23,240
1473,106.5302,137.48618,96.450335,43,1,23,240
1474,106.56638,137.49912,96.516497,43,1,23,240
1475,106.58263,137.44452,96.360374,43,1,23,240
1476,106.46928,137.37806,96.445666,43,1,23,240
1477,106.55161,137.48363,96.475175,43,1,23,240
1478,106.41329,137.48993,96.504185,43,1,23,240
1479,106.54598,137.33058,96.464809,43,1,23,240
1480,106.49981,137.50337,96.421,43,1,23,240
1481,104.16638,137.38511,99.162476,43,1,23,243
1482,104.25712,137.35331,99.099617,43,1,23,243
1483,104.08856,137.29165,99.172413,43,1,23,243
1484,104.20512,137.30544,99.105776,43,1,23,243
1485,104.19656,137.4406,99.201693,43,1,23,243
1486,104.12644,137.42239,99.096921,43,1,23,243
1487,104.17548,137.34164,99.09591,43,1,23,243
1488,104.24861,137.31036,99.207022,43,1,23,243
1489,104.25678,137.45251,99.073574,43,1,23,243
1490,104.25092,137.46199,99.092732,43,1,23,243
1491,101.8228,137.34273,101.90216,43,1,23,243
1492,101.8168,137.38782,101.94393,43,1,23,243
1493,101.88257,137.27874,101.82408,43,1,23,243
1494,101.83151,137.43157,101.88419,43,1,23,243
1495,101.8332,137.36473,101.99577,43,1,23,243
1496,101.74611,137.44226,101.9846,43,1,23,243
1497,101.79957,137.37858,101.92211,43,1,23,243
1498,101.81327,137.32276,101.99542,43,1,23,243
1499,101.86453,137.41715,101.8257,43,1,23,243
1500,101.81013,137.3412,101.86922,43,1,23,243
1501,99.598542,137.32199,103.64922,43,1,27,284
1502,99.537047,137.23535,103.66913,43,1,27,284
1503,99.533032,137.26923,103.57123,43,1,27,284
1504,99.526405,137.37796,103.71813,43,1,27,284
1505,99.642242,137.25724,103.71031,43,1,27,284
1506,99.652271,137.27716,103.55463,43,1,27,284
1507,99.684601,137.29607,103.64723,43,1,27,284
1508,99.593286,137.29044,103.58997,43,1,27,284
1509,99.622812,137.35212,103.68348,43,1,27,284
1510,99.615811,137.27066,103.57317,43,1,27,284
1511,96.381461,137.31252,105.27719,43,1,27,284
1512,96.349656,137.26866,105.24612,43,1,27,284
1513,96.325786,137.35064,105.22231,43,1,27,284
1514,96.304808,137.28649,105.23346,43,1,27,284
1515,96.420668,137.39438,105.26255,43,1,27,284
1516,96.402309,137.27104,105.2349,43,1,27,284
1517,96.417385,137.25222,105.3412,43,1,27,284
1518,96.456724,137.26064,105.29144,43,1,27,284
1519,96.371089,137.41117,105.21687,43,1,27,284
1520,96.348093,137.27434,105.3389,43,1,27,284
1521,93.172989,138.30275,106.92799,43,1,27,281
1522,93.187633,138.28839,106.86431,43,1,27,281
1523,93.20497,138.22327,107.00791,43,1,27,281
1524,93.145328,138.2105,107.00555,43,1,27,281
1525,93.272103,138.30636,106.87779,43,1,27,281
1526,93.259774,138.31044,106.88265,43,1,27,281
1527,93.158765,138.26752,107.00438,43,1,27,281
1528,93.224116,138.27327,106.86968,43,1,27,281
1529,93.204252,138.34183,106.84654,43,1,27,281
1530,93.20218,138.21713,106.94135,43,1,27,281
1531,90.07522,138.31491,107.56334,9,1,27,281
1532,90.100685,138.25658,107.53065,9,1,27,281
1533,90.007018,138.27487,107.62219,9,1,27,281
1534,90.117896,138.38662,107.46899,9,1,27,281
1535,90.045632,138.29736,107.55957,9,1,27,281
1536,90.09985,138.26171,107.52771,9,1,27,281
1537,90.142231,138.24208,107.53796,9,1,27,281
1538,90.104039,138.29357,107.58068,9,1,27,281
1539,90.018947,138.33992,107.50253,9,1,27,281
1540,90.149953,138.2997,107.60602,9,1,27,281
1541,85.99324,139.33805,108.10243,9,1,27,288
1542,85.991009,139.42235,108.06586,9,1,27,288
1543,85.955198,139.40669,108.01071,9,1,27,288
1544,85.926034,139.28609,108.08476,9,1,27,288
1545,86.039083,139.25573,108.11633,9,1,27,288
1546,86.045822,139.30347,108.08272,9,1,27,288
1547,86.076565,139.36033,108.0687,9,1,27,288
1548,86.080325,139.36946,108.02371,9,1,27,288
1549,85.983587,139.43079,108.19046,9,1,27,288
1550,86.023392,139.23805,108.08412,9,1,27,288
1551,82.030572,140.38283,107.6489,9,1,27,288
1552,82.068635,140.39309,107.65325,9,1,27,288
1553,81.936359,140.39686,107.69875,9,1,27,288
1554,82.073282,140.40492,107.6079,9,1,27,288
1555,82.096513,140.36868,107.60073,9,1,27,288
1556,82.050891,140.36097,107.62214,9,1,27,288
1557,81.957856,140.44943,107.55907,9,1,27,288
1558,82.046464,140.47471,107.68147,9,1,27,288
1559,82.083712,140.33165,107.61635,9,1,27,288
1560,82.036938,140.38119,107.69691,9,1,27,288
1561,79.060723,141.41633,107.31446,9,1,27,282
1562,78.981644,141.33091,107.30813,9,1,27,282
1563,78.970807,141.36931,107.36562,9,1,27,282
1564,79.156713,141.43837,107.34609,9,1,27,282
1565,79.041523,141.45026,107.24869,9,1,27,282
1566,79.104352,141.47695,107.31426,9,1,27,282
1567,78.968731,141.42977,107.25933,9,1,27,282
1568,79.073588,141.38337,107.27908,9,1,27,282
1569,79.031183,141.4362,107.39784,9,1,27,282
1570,79.125437,141.41036,107.41317,9,1,27,282
1571,75.208759,141.48305,105.84548,9,1,27,282
1572,75.229913,141.52549,105.77139,9,1,27,282
1573,75.241458,141.52022,105.90669,9,1,27,282
1574,75.172698,141.52657,105.84278,9,1,27,282
1575,75.153173,141.44414,105.93174,9,1,27,282
1576,75.138291,141.55819,105.88305,9,1,27,282
1577,75.184747,141.41727,105.91285,9,1,27,282
1578,75.26345,141.5646,105.91011,9,1,27,282
1579,75.189203,141.55729,105.91881,9,1,27,282
1580,75.151653,141.51661,105.82657,9,1,27,282
1581,72.349614,141.53849,104.49559,9,1,20,210
1582,72.337307,141.50179,104.46707,9,1,20,210
1583,72.283853,141.53803,104.57399,9,1,20,210
1584,72.348987,141.55655,104.5057,9,1,20,210
1585,72.324663,141.5628,104.46335,9,1,20,210
1586,72.436683,141.46422,104.49054,9,1,20,210
1587,72.39826,141.62157,104.56317,9,1,20,210
1588,72.263289,141.44937,104.51003,9,1,20,210
1589,72.323353,141.44709,104.47439,9,1,20,210
1590,72.435121,141.60151,104.53724,9,1,20,210
1591,69.609781,141.61557,102.15308,9,1,20,216
1592,69.680361,141.63672,102.09244,9,1,20,216
1593,69.679887,141.52397,102.06351,9,1,20,216
1594,69.659599,141.65046,102.20366,9,1,20,216
1595,69.518349,141.61863,102.19237,9,1,20,216
1596,69.615333,141.56067,102.2381,9,1,20,216
1597,69.514634,141.5367,102.09615,9,1,20,216
1598,69.707649,141.53211,102.1029,9,1,20,216
1599,69.626401,141.67649,102.15741,9,1,20,216
1600,69.64661,141.5972,102.14061,9,1,20,216
1601,66.997869,142.714,98.840771,9,1,20,216
1602,66.956072,142.72421,98.817597,9,1,20,216
1603,67.060675,142.63006,98.777455,9,1,20,216
1604,67.063974,142.73902,98.813532,9,1,20,216
1605,66.962796,142.76329,98.775432,9,1,20,216
1606,66.938875,142.64017,98.873121,9,1,20,216
1607,66.919288,142.67356,98.854822,9,1,20,216
1608,67.000765,142.7757,98.858471,9,1,20,216
1609,66.905033,142.62881,98.791601,9,1,20,216
1610,66.920856,142.68879,98.839189,9,1,20,216
1611,64.258036,142.79108,96.498259,9,1,20,216
1612,64.243554,142.77049,96.460745,9,1,20,216
1613,64.242707,142.76675,96.453859,9,1,20,216
1614,64.160021,142.78323,96.483994,9,1,20,216
1615,64.175545,142.81587,96.412841,9,1,20,216
1616,64.232129,142.85569,96.484485,9,1,20,216
1617,64.310908,142.7281,96.550644,9,1,20,216
1618,64.34987,142.73916,96.426407,9,1,20,216
1619,64.336695,142.79795,96.547287,9,1,20,216
1620,64.166715,142.82975,96.417526,9,1,20,216
1621,62.749646,142.90018,92.289595,9,1,20,211
1622,62.663987,142.9611,92.211812,9,1,20,211
1623,62.847138,142.82774,92.229945,9,1,20,211
1624,62.699812,142.93414,92.271916,9,1,20,211
1625,62.664139,142.97643,92.310894,9,1,20,211
1626,62.657707,142.97931,92.383345,9,1,20,211
1627,62.746942,142.88232,92.250369,9,1,20,211
1628,62.654045,142.99199,92.192397,9,1,20,211
1629,62.711829,142.83911,92.385023,9,1,20,211
1630,62.809781,142.80554,92.354962,9,1,20,211
1631,61.130552,143.98733,89.09638,9,1,20,211
1632,61.074406,144.08676,89.024473,9,1,20,211
1633,61.120796,143.98446,89.066986,9,1,20,211
1634,61.115333,143.9057,89.010703,9,1,20,211
1635,61.159654,143.90727,89.075457,9,1,20,211
1636,61.09572,143.94575,89.152531,9,1,20,211
1637,61.044396,143.91462,89.165867,9,1,20,211
1638,61.085813,143.95662,89.03734,9,1,20,211
1639,61.03559,143.93644,89.047225,9,1,20,211
1640,61.194629,143.95965,89.08292,9,1,20,211
1641,60.614981,144.08516,85.006806,5,1,20,211
1642,60.61209,144.14196,84.968394,5,1,20,211
1643,60.58808,143.99747,85.015628,5,1,20,211
1644,60.54704,144.09194,84.942571,5,1,20,211
1645,60.66445,144.1229,85.04129,5,1,20,211
1646,60.680329,144.13532,85.081957,5,1,20,211
1647,60.618642,144.14169,85.030953,5,1,20,211
1648,60.566748,144.15266,85.010304,5,1,20,211
1649,60.569884,144.15358,85.101333,5,1,20,211
1650,60.631752,144.01891,84.951576,5,1,20,211
1651,60.972917,144.15007,82.028943,5,1,21,222
1652,60.923562,144.0913,81.971826,5,1,21,222
1653,60.934676,144.18488,82.024745,5,1,21,222
1654,60.995594,144.22072,82.050268,5,1,21,222
1655,60.884832,144.1823,82.041326,5,1,21,222
1656,61.069548,144.06535,82.020614,5,1,21,222
1657,61.012903,144.1738,82.001307,5,1,21,222
1658,61.07031,144.17998,82.035049,5,1,21,222
1659,60.999462,144.24278,81.94324,5,1,21,222
1660,61.020618,144.11016,82.083868,5,1,21,222
1661,61.450165,144.23663,78.058459,5,1,21,222
1662,61.356962,144.2345,78.158363,5,1,21,222
1663,61.453778,144.19638,78.13766,5,1,21,222
1664,61.373855,144.20187,78.094156,5,1,21,222
1665,61.445062,144.15865,78.055468,5,1,21,222
1666,61.422902,144.23182,77.98409,5,1,21,222
1667,61.389213,144.32856,78.080287,5,1,21,222
1668,61.383456,144.23794,78.090155,5,1,21,222
1669,61.504123,144.29592,78.04498,5,1,21,222
1670,61.423835,144.24933,78.055793,5,1,21,222
1671,61.936021,145.32289,74.110803,5,1,21,222
1672,61.857756,145.36744,74.2064,5,1,21,222
1673,61.987581,145.28969,74.048633,5,1,21,222
1674,61.972529,145.23747,74.200554,5,1,21,222
1675,61.912112,145.41053,74.113376,5,1,21,222
1676,61.84102,145.4063,74.128823,5,1,21,222
1677,61.905716,145.29315,74.167843,5,1,21,222
1678,62.000826,145.22752,74.182402,5,1,21,222
1679,61.859909,145.41947,74.055171,5,1,21,222
1680,61.845797,145.35465,74.037002,5,1,21,222
1681,63.406088,145.39818,70.259409,30,1,21,229
1682,63.382711,145.36357,70.24017,30,1,21,229
1683,63.448874,145.32223,70.304116,30,1,21,229
1684,63.417777,145.33312,70.339707,30,1,21,229
1685,63.494349,145.35127,70.352967,30,1,21,229
1686,63.495304,145.34186,70.291143,30,1,21,229
1687,63.325555,145.48442,70.340002,30,1,21,229
1688,63.324714,145.45194,70.207666,30,1,21,229
1689,63.311412,145.48685,70.193403,30,1,21,229
1690,63.460457,145.43895,70.210397,30,1,21,229
1691,64.756843,145.45183,67.400636,30,1,21,229
1692,64.828425,145.48235,67.423266,30,1,21,229
1693,64.805952,145.51148,67.302078,30,1,21,229
1694,64.753789,145.48707,67.346429,30,1,21,229
1695,64.700766,145.49607,67.433765,30,1,21,229
1696,64.739859,145.4448,67.336296,30,1,21,229
1697,64.767173,145.40728,67.461923,30,1,21,229
1698,64.795385,145.36823,67.368398,30,1,21,229
1699,64.7431,145.39171,67.305637,30,1,21,229
1700,64.697444,145.54349,67.36328,30,1,21,229
1701,68.212548,145.50458,63.787422,30,1,21,227
1702,68.213029,145.47033,63.819466,30,1,21,227
1703,68.296436,145.44247,63.823738,30,1,21,227
1704,68.131192,145.44523,63.788422,30,1,21,227
1705,68.272423,145.54609,63.809992,30,1,21,227
1706,68.201732,145.57834,63.813967,30,1,21,227
1707,68.165788,145.41469,63.832527,30,1,21,227
1708,68.16776,145.4173,63.86625,30,1,21,227
1709,68.18937,145.5155,63.821227,30,1,21,227
1710,68.289899,145.4395,63.80005,30,1,21,227
1711,70.556122,145.54696,61.047739,30,1,21,227
1712,70.529542,145.62858,61.13283,30,1,21,227
1713,70.480293,145.50445,61.036257,30,1,21,227
1714,70.546434,145.53843,61.136686,30,1,21,227
1715,70.654573,145.58504,61.113371,30,1,21,227
1716,70.479765,145.56586,60.996835,30,1,21,227
1717,70.516798,145.48743,61.109866,30,1,21,227
1718,70.566546,145.5807,61.136982,30,1,21,227
1719,70.624329,145.54127,61.040896,30,1,21,227
1720,70.467788,145.46903,61.093413,30,1,21,227
1721,73.781812,146.55613,59.442595,30,1,29,307
1722,73.692478,146.46727,59.364651,30,1,29,307
1723,73.875904,146.52638,59.398034,30,1,29,307
1724,73.829677,146.62055,59.47482,30,1,29,307
1725,73.791919,146.56791,59.539962,30,1,29,307
1726,73.739013,146.51919,59.373095,30,1,29,307
